pull_req_id,project_name,github_id,created_at,merged_at,closed_at,lifetime_minutes,mergetime_minutes,team_size,num_commits,num_comments,files_changed,perc_external_contribs,sloc,src_churn,test_churn,commits_on_files_touched,test_lines_per_1000_lines,watchers,requester,prev_pullreqs,requester_succ_rate,followers,intra_branch,main_team_member
975008,mesos/spark,455,1360274392,1360274720,1360274720,5,5,9,235,0,1959,86,21741,56259,20351,8545,259.5556782116738,782,tdas,9,0.8888888888888888,2,false,true
975004,mesos/spark,454,1360245343,1360286944,1360286944,693,693,8,1,0,1,86,21889,0,0,20,277.8564575814336,782,MLnick,1,1.0,0,false,false
962386,mesos/spark,453,1360128415,1360431391,1360431391,5049,5049,8,2,0,279,86,21889,14773,4823,1454,277.8564575814336,782,markhamstra,2,1.0,1,false,false
961768,mesos/spark,451,1360109099,1360114074,1360114075,82,82,8,2,0,32,85,21898,587,671,368,277.69659329619145,1564,stephenh,28,0.8928571428571429,46,false,false
961644,mesos/spark,450,1360105417,1360114125,1360114125,145,145,8,1,0,1,85,21898,10,0,14,277.69659329619145,1564,stephenh,27,0.8888888888888888,46,false,false
961643,mesos/spark,449,1360105364,1360112302,1360112302,115,115,8,1,0,1,85,21898,0,3,2,277.69659329619145,782,stephenh,26,0.8846153846153846,23,false,false
966889,mesos/spark,447,1360089894,1360089944,1360089945,0,0,8,1,0,1,85,21896,8,0,11,277.7219583485568,782,pwendell,29,0.7931034482758621,5,false,true
954958,mesos/spark,445,1359951788,1359952596,1359952597,13,13,8,3,1,6,85,21890,41,0,63,277.8437642759251,1564,JoshRosen,29,0.896551724137931,26,false,true
952425,mesos/spark,443,1359849226,,1359863485,237,,8,1,1,3,85,21875,72,0,0,255.35999999999999,782,stephenh,25,0.92,23,false,false
950561,mesos/spark,442,1359785845,1359873526,1359873527,1461,1461,8,1,4,6,85,21875,141,0,51,255.35999999999999,1564,stephenh,24,0.9166666666666666,46,false,false
950110,mesos/spark,441,1359771980,1359777817,1359777817,97,97,8,1,0,1,84,21874,1,0,6,255.32595775806894,1564,stephenh,23,0.9130434782608695,46,false,false
949496,mesos/spark,440,1359757774,1359758112,1359758113,5,5,8,1,0,1,84,16999,0,0,0,182.8342843696688,782,pwendell,26,0.8461538461538461,5,false,true
966888,mesos/spark,439,1359745439,1359745662,1359745662,3,3,8,1,0,2,84,21850,19,0,24,255.46910755148744,782,JoshRosen,28,0.8928571428571429,13,false,true
